chr,start,end,name,score,strand,gc,gc_bin,chrom,feature_id,feature_bin,feature_type_top,feature_types,gene_name,gene_id,transcript_ids,gene_type_top,transcript_type_top,gene_types,transcript_types,input_sum,clip_sum,enrichment_n,enrichment_l2or_min,enrichment_l2or_mean,enrichment_l2or_max,p_max,p_min,q_max,q_min,symbol,expression,unique_ID,tscript_start,tscript_end,tscript_length
chr12,120444053,120444144,3820542,0,-,0.450549,"(0.442,0.48]",chr12,398846,2,UTR3,UTR3:EXON_MRNA,TRIAP1,ENSG00000170855.4,ENST00000546954.2,protein_coding,protein_coding,protein_coding,protein_coding,0,17,2,4.20014,4.306225,4.41231,0.0128039,0.00144629,0.0784296,0.0143106,TRIAP1,down,TRIAP1_3820542,120443964,120446384,2420
chr9,108939978,108940076,2891451,0,+,0.295918,"(0.29,0.327]",chr9,290372,4,UTR3,UTR3:EXON_MRNA,ABITRAM,ENSG00000119328.12,ENST00000322940.11,protein_coding,protein_coding,protein_coding,protein_coding,0,21,2,4.00301,4.304475,4.60594,0.0496072,0.000712522,0.124289,0.00920755,ABITRAM,down,ABITRAM_2891451,108934400,108940954,6554
chr15,66494047,66494144,4361475,0,-,0.350515,"(0.327,0.354]",chr15,455907,7,UTR3,UTR3:EXON_MRNA:SS5_PROX:INTRON,SNAPC5,ENSG00000174446.13,ENST00000395589.6:ENST00000562411.5:ENST00000316634.6,protein_coding,protein_coding,protein_coding,protein_coding:nonsense_mediated_decay,0,20,2,4.2882,4.300455,4.31271,0.0162664,0.00231617,0.0840674,0.0198241,SNAPC5,down,SNAPC5_4361475,66493468,66497762,4294
chr5,6371962,6372052,1762679,0,-,0.266667,"[0,0.29]",chr5,187224,2,UTR3,UTR3:EXON_MRNA,MED10,ENSG00000133398.4,ENST00000255764.4,protein_coding,protein_coding,protein_coding,protein_coding,0,23,2,4.04346,4.300165,4.55687,0.0702659,0.00122071,0.14152,0.0130782,MED10,down,MED10_1762679,6371874,6378547,6673
chr8,66922280,66922369,2721386,0,-,0.370787,"(0.354,0.382]",chr8,276155,5,EXON_MRNA,EXON_MRNA:EXON_LNCRNA:SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON,SNHG6,ENSG00000245910.10,ENST00000686474.3:ENST00000520944.7:ENST00000521399.8:ENST00000521127.2:ENST00000820848.1:ENST00000820852.1:ENST00000820855.1:ENST00000689720.2:ENST00000820859.1,lncRNA,retained_intron,lncRNA,retained_intron:lncRNA,2,40,2,3.35658,4.29979,5.243,0.000713391,0.000230034,0.0279489,0.0043635,SNHG6,down,SNHG6_2721386,66920561,66925591,5030
chr14,103571721,103571820,4090173,0,+,0.333333,"(0.327,0.354]",chr14,424325,2,CDS,CDS:EXON_MRNA:INTRON,COA8,ENSG00000256053.9,ENST00000409074.8:ENST00000440963.2:ENST00000554625.5:ENST00000495778.1:ENST00000554876.5,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron:nonsense_mediated_decay,1,31,2,3.96558,4.282085,4.59859,0.00747505,8.09236e-05,0.0638716,0.00216365,COA8,down,COA8_4090173,103562963,103592171,29208
chr3,185291993,185292091,1124346,0,+,0.520408,"(0.48,0.52]",chr3,126826,4,UTR3,UTR3:EXON_MRNA,MAP3K13,ENSG00000073803.14,ENST00000448876.5,protein_coding,protein_coding,protein_coding,protein_coding,0,18,2,3.98059,4.28038,4.58017,0.00774451,0.00320958,0.0478623,0.0423865,MAP3K13,down,MAP3K13_1124346,185363136,185489094,125958
chr6,10756888,10756981,1910898,0,+,0.236559,"[0,0.29]",chr6,200354,5,UTR3,UTR3:EXON_MRNA:INTRON,TMEM14B,ENSG00000137210.14,ENST00000460341.5:ENST00000379542.10:ENST00000379530.7:ENST00000467317.5:ENST00000478732.1,protein_coding,protein_coding,protein_coding,protein_coding:nonsense_mediated_decay,0,24,2,4.12024,4.27835,4.43646,0.0338457,0.0061025,0.110571,0.0366982,TMEM14B,down,TMEM14B_1910898,10747831,10759774,11943
chr19,12875305,12875403,5111582,0,-,0.397959,"(0.382,0.41]",chr19,559536,2,UTR3,UTR3:EXON_MRNA,DNASE2,ENSG00000105612.10,ENST00000222219.8,protein_coding,protein_coding,protein_coding,protein_coding,0,19,2,4.20349,4.277175,4.35086,0.0120701,0.00312495,0.0780138,0.0238285,DNASE2,down,DNASE2_5111582,12875209,12881449,6240
chr3,185292190,185292289,1124348,0,+,0.585859,"(0.582,1]",chr3,126826,6,UTR3,UTR3:EXON_MRNA,MAP3K13,ENSG00000073803.14,ENST00000448876.5,protein_coding,protein_coding,protein_coding,protein_coding,1,19,2,4.04133,4.26165,4.48197,0.00285409,0.00033901,0.0455776,0.00566424,MAP3K13,down,MAP3K13_1124348,185363136,185489094,125958
chr5,151184343,151184441,1871447,0,-,0.459184,"(0.442,0.48]",chr5,196881,1,CDS,CDS:EXON_MRNA,CCDC69,ENSG00000198624.13,ENST00000355417.7:ENST00000519448.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,1,26,2,3.69963,4.249915,4.8002,0.00190245,0.000583729,0.0398321,0.0081124,CCDC69,down,CCDC69_1871447,151181052,151224092,43040
chr4,2938830,2938930,1477007,0,-,0.43,"(0.41,0.442]",chr4,159687,1,CDS_STOP,CDS_STOP:CDS:EXON_MRNA:INTRON,NOP14,ENSG00000087269.16,ENST00000416614.7:ENST00000314262.10:ENST00000502735.5,protein_coding,protein_coding,protein_coding,protein_coding,0,17,2,4.01995,4.24374,4.46753,0.0248517,0.00108286,0.0973574,0.0122524,NOP14,down,NOP14_1477007,2937936,2963406,25470
chr12,109557027,109557127,3796280,0,-,0.47,"(0.442,0.48]",chr12,395881,1,CDS_STOP,CDS_STOP:CDS:UTR3:EXON_MRNA,MMAB,ENSG00000139428.12,ENST00000545712.7:ENST00000540016.5:ENST00000537496.5,protein_coding,protein_coding,protein_coding,protein_coding:nonsense_mediated_decay,0,17,2,4.16276,4.240935,4.31911,0.00914708,0.00384082,0.0698257,0.027695,MMAB,down,MMAB_3796280,109553715,109573504,19789
chr12,56112984,56113080,3609934,0,+,0.635417,"(0.582,1]",chr12,372260,2,UTR3,UTR3:EXON_MRNA:INTRON,PA2G4,ENSG00000170515.14,ENST00000552766.5:ENST00000303305.11,protein_coding,protein_coding,protein_coding,protein_coding,4,30,2,3.50377,4.234565,4.96536,0.000410541,4.53866e-05,0.0225133,0.00148321,PA2G4,down,PA2G4_3609934,56104559,56113910,9351
chrX,56818004,56818102,5497859,0,+,0.255102,"[0,0.29]",chrX,610513,8,UTR3,UTR3:EXON_MRNA,NBDY,ENSG00000204272.13,ENST00000374922.9,protein_coding,protein_coding,protein_coding,protein_coding,0,22,2,4.04346,4.23447,4.42548,0.0702659,0.00205661,0.14152,0.0184918,NBDY,down,NBDY_5497859,56729243,56819179,89936
chr14,74484410,74484498,4143811,0,-,0.386364,"(0.382,0.41]",chr14,431886,1,CDS,CDS:EXON_MRNA:SS5_ADJ:SS5_PROX:INTRON,NPC2,ENSG00000119655.11,ENST00000555619.6:ENST00000555592.1,protein_coding,protein_coding,protein_coding,protein_coding,0,17,2,3.69394,4.22803,4.76212,0.0552591,0.000275102,0.129297,0.00486002,NPC2,down,NPC2_4143811,74479223,74493281,14058
chr1,63660055,63660150,90367,0,+,0.4,"(0.382,0.41]",chr1,11619,5,UTR3,UTR3:EXON_MRNA,PGM1,ENSG00000079739.17,ENST00000371084.8,protein_coding,protein_coding,protein_coding,protein_coding,0,17,2,3.85143,4.225125,4.59882,0.040155,0.000601887,0.114819,0.00823011,PGM1,down,PGM1_90367,63623093,63660221,37128
chr6,85677092,85677191,2145263,0,-,0.363636,"(0.354,0.382]",chr6,223365,46,EXON_MRNA,EXON_MRNA:EXON_LNCRNA:SS3_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON,SNHG5,ENSG00000203875.14,ENST00000650155.1:ENST00000666607.1:ENST00000671650.2:ENST00000656092.1:ENST00000655116.2:ENST00000660318.1:ENST00000663073.1:ENST00000669678.2:ENST00000414002.7:ENST00000662914.1:ENST00000850510.1:ENST00000850513.1:ENST00000850515.1:ENST00000850519.1:ENST00000369605.9:ENST00000658871.1:ENST00000428833.6,lncRNA,retained_intron,lncRNA,retained_intron:lncRNA,4,49,2,3.08407,4.2176350000000005,5.3512,0.000463721,7.38488e-05,0.0235021,0.00201361,SNHG5,down,SNHG5_2145263,85672867,85678750,5883
chr7,74759928,74760024,2310317,0,+,0.302083,"(0.29,0.327]",chr7,237337,5,UTR3,UTR3:EXON_MRNA,GTF2I,ENSG00000263001.8,ENST00000690345.1:ENST00000573035.6:ENST00000614986.4:ENST00000620879.4:ENST00000621040.4:ENST00000614048.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,1,33,2,3.80273,4.20083,4.59893,0.0131085,0.000177853,0.0784296,0.00372879,GTF2I,down,GTF2I_2310317,74650231,74760692,110461
chr16,1699779,1699877,4397394,0,+,0.44898,"(0.442,0.48]",chr16,460333,9,UTR3,UTR3:EXON_MRNA:SS3_PROX:INTRON,JPT2,ENSG00000206053.13,ENST00000562684.5:ENST00000248098.8:ENST00000566742.5,protein_coding,protein_coding,protein_coding,protein_coding,0,15,2,3.76984,4.197415,4.62499,0.0369671,0.000564854,0.11429,0.00793438,JPT2,down,JPT2_4397394,1678279,1702086,23807
chr12,56113080,56113176,3609935,0,+,0.354167,"(0.327,0.354]",chr12,372260,3,UTR3,UTR3:EXON_MRNA:INTRON,PA2G4,ENSG00000170515.14,ENST00000552766.5:ENST00000303305.11,protein_coding,protein_coding,protein_coding,protein_coding,0,19,2,4.07806,4.195385,4.31271,0.0162664,0.00501929,0.0840674,0.0322388,PA2G4,down,PA2G4_3609935,56104559,56113910,9351
chr15,43793872,43793972,4204012,0,+,0.64,"(0.582,1]",chr15,439229,1,CDS_STOP,CDS_STOP:CDS:UTR3:EXON_MRNA:SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON,SERF2,ENSG00000140264.22,ENST00000381359.5:ENST00000630046.2:ENST00000249786.9:ENST00000409960.6:ENST00000486144.1:ENST00000445816.5:ENST00000339624.9:ENST00000448830.2:ENST00000403425.5:ENST00000402131.5:ENST00000409614.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron:nonsense_mediated_decay,11,47,2,2.67056,4.1936,5.71664,0.000209315,8.3058e-06,0.00645088,0.0041834,SERF2,down,SERF2_4204012,43792320,43796079,3759
chr6,10756518,10756610,1910894,0,+,0.347826,"(0.327,0.354]",chr6,200354,1,UTR3,UTR3:EXON_MRNA:INTRON,TMEM14B,ENSG00000137210.14,ENST00000460341.5:ENST00000379542.10:ENST00000379530.7:ENST00000467317.5:ENST00000478732.1,protein_coding,protein_coding,protein_coding,protein_coding:nonsense_mediated_decay,1,29,2,3.86857,4.18901,4.50945,0.00963263,0.000142566,0.0706334,0.00317464,TMEM14B,down,TMEM14B_1910894,10747831,10759774,11943
chr19,7926717,7926810,5099939,0,-,0.354839,"(0.354,0.382]",chr19,556967,1,UTR3,UTR3:EXON_MRNA,TIMM44,ENSG00000104980.8,ENST00000270538.8:ENST00000599939.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,0,17,2,3.6779,4.184355,4.69081,0.0601921,0.000396398,0.134039,0.00630502,TIMM44,down,TIMM44_5099939,7926718,7943666,16948
chr7,55955178,55955272,2282993,0,+,0.361702,"(0.354,0.382]",chr7,235371,1,UTR3,UTR3:EXON_MRNA,MRPS17,ENSG00000239789.6,ENST00000285298.9,protein_coding,protein_coding,protein_coding,protein_coding,0,17,2,3.83525,4.181555,4.52786,0.0441447,0.000839656,0.120382,0.0100479,MRPS17,down,MRPS17_2282993,55951877,55956500,4623
chr19,46610686,46610782,5062035,0,+,0.291667,"(0.29,0.327]",chr19,549565,17,UTR3,UTR3:EXON_MRNA,CALM3,ENSG00000160014.17,ENST00000291295.14,protein_coding,protein_coding,protein_coding,protein_coding,0,20,2,4.11654,4.173325,4.23011,0.0312223,0.0048872,0.107317,0.0321773,CALM3,down,CALM3_5062035,46601330,46610782,9452
chr6,30493230,30493326,1943958,0,+,0.427083,"(0.41,0.442]",chr6,202386,6,UTR3,UTR3:EXON_MRNA,HLA-E,ENSG00000204592.9,ENST00000376630.5,protein_coding,protein_coding,protein_coding,protein_coding,0,16,2,3.8778,4.172665,4.46753,0.0344271,0.00108286,0.11065,0.0122524,HLA-E,down,HLA-E_1943958,30489509,30494194,4685
chr8,56217435,56217533,2616992,0,+,0.306122,"(0.29,0.327]",chr8,266360,1,UTR3,UTR3:EXON_MRNA,CHCHD7,ENSG00000170791.18,ENST00000521831.5:ENST00000303759.3:ENST00000355315.8:ENST00000522166.1:ENST00000521982.5:ENST00000523975.5:ENST00000396723.9,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron:nonsense_mediated_decay,0,19,2,3.87448,4.16749,4.4605,0.0630349,0.00132813,0.137004,0.0136022,CHCHD7,down,CHCHD7_2616992,56211798,56218798,7000
chr16,54918933,54919032,4571726,0,-,0.262626,"[0,0.29]",chr16,483911,132,EXON_LNCRNA,EXON_LNCRNA,CRNDE,ENSG00000245694.13,ENST00000717492.1:ENST00000502066.8:ENST00000559598.7:ENST00000750680.1:ENST00000750688.1:ENST00000701575.1:ENST00000750671.1:ENST00000557792.2,lncRNA,lncRNA,lncRNA,lncRNA,0,21,2,4.04346,4.16219,4.28092,0.0702659,0.00351556,0.14152,0.0258079,CRNDE,down,CRNDE_4571726,54918967,54928847,9880
chr17,67991226,67991324,4851470,0,-,0.367347,"(0.354,0.382]",chr17,521947,2,UTR3,UTR3:EXON_MRNA,C17orf58,ENSG00000186665.10,ENST00000536693.1:ENST00000334461.7,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,1,28,2,3.60912,4.15677,4.70442,0.00472691,0.000610614,0.0545893,0.00825153,C17orf58,down,C17orf58_4851470,67991099,67996469,5370
chr14,67677559,67677654,4135192,0,-,0.431579,"(0.41,0.442]",chr14,430901,9,UTR3,UTR3:EXON_MRNA,RDH11,ENSG00000072042.13,ENST00000381346.9:ENST00000553578.5,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,1,26,2,3.64301,4.15365,4.66429,0.00410057,0.000606231,0.0516449,0.00824791,RDH11,down,RDH11_4135192,67676800,67695764,18964
chr9,36211869,36211965,2837354,0,+,0.427083,"(0.41,0.442]",chr9,285586,2,UTR3,UTR3:EXON_MRNA:INTRON,CLTA,ENSG00000122705.18,ENST00000540080.5:ENST00000345519.10:ENST00000464497.5,protein_coding,protein_coding,protein_coding,protein_coding:nonsense_mediated_decay,1,25,2,3.89831,4.138055,4.3778,0.0097877,0.000153985,0.0706334,0.00338074,CLTA,down,CLTA_2837354,36190921,36212059,21138
chr20,59028826,59028924,5286895,0,-,0.346939,"(0.327,0.354]",chr20,583828,35,UTR3,UTR3:EXON_MRNA:SS3_ADJ:SS3_PROX:INTRON,ATP5F1E,ENSG00000124172.10,ENST00000243997.8:ENST00000395659.1,protein_coding,protein_coding,protein_coding,protein_coding,1,28,2,3.76457,4.13701,4.50945,0.00963263,0.00025436,0.0706334,0.004721,ATP5F1E,down,ATP5F1E_5286895,59025475,59032335,6860
chr14,67677654,67677749,4135193,0,-,0.4,"(0.382,0.41]",chr14,430901,10,UTR3,UTR3:EXON_MRNA,RDH11,ENSG00000072042.13,ENST00000381346.9:ENST00000553578.5,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,0,16,2,3.85143,4.133045,4.41466,0.040155,0.00135212,0.114819,0.0136022,RDH11,down,RDH11_4135193,67676800,67695764,18964
chr6,157292204,157292303,2226236,0,-,0.333333,"(0.327,0.354]",chr6,230343,33,UTR3,UTR3:EXON_MRNA,TMEM242,ENSG00000215712.11,ENST00000400788.9,protein_coding,protein_coding,protein_coding,protein_coding,0,17,2,3.95581,4.122005,4.2882,0.0373714,0.00231617,0.11429,0.0198241,TMEM242,down,TMEM242_2226236,157289025,157323519,34494
chr16,84566171,84566267,4603545,0,-,0.46875,"(0.442,0.48]",chr16,488064,7,UTR3,UTR3:EXON_MRNA,COTL1,ENSG00000103187.8,ENST00000262428.5,protein_coding,protein_coding,protein_coding,protein_coding,0,15,2,4.07046,4.11661,4.16276,0.0180714,0.00384082,0.087052,0.027695,COTL1,down,COTL1_4603545,84565596,84618078,52482
chr1,159918602,159918700,430755,0,-,0.571429,"(0.52,0.582]",chr1,53914,6,UTR3,UTR3:EXON_MRNA,TAGLN2,ENSG00000158710.15,ENST00000368097.9,protein_coding,protein_coding,protein_coding,protein_coding,4,32,2,3.58871,4.0990400000000005,4.60937,0.00253631,8.63394e-06,0.0446752,0.000480359,TAGLN2,down,TAGLN2_430755,159918107,159923717,5610
chr2,9412268,9412360,748168,0,-,0.434783,"(0.41,0.442]",chr2,86116,1,CDS,CDS:UTR3:EXON_MRNA,ITGB1BP1,ENSG00000119185.13,ENST00000238091.8:ENST00000490426.5:ENST00000464228.5:ENST00000359712.7:ENST00000465527.5:ENST00000488451.5:ENST00000456913.6:ENST00000492079.5:ENST00000497105.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron:protein_coding_CDS_not_defined:nonsense_mediated_decay,0,15,2,3.543,4.0975,4.652,0.067766,0.000470135,0.139386,0.00699279,ITGB1BP1,down,ITGB1BP1_748168,9403475,9423229,19754
chr7,44983115,44983213,2457816,0,-,0.571429,"(0.52,0.582]",chr7,251281,2,EXON_LNCRNA,EXON_LNCRNA,SNHG15,ENSG00000232956.11,ENST00000578968.6:ENST00000668580.1:ENST00000582727.4:ENST00000585030.6:ENST00000577700.5:ENST00000667119.2,lncRNA,lncRNA,lncRNA,lncRNA,1,19,2,4.04393,4.09566,4.14739,0.0111738,0.000160534,0.0749532,0.00349127,SNHG15,down,SNHG15_2457816,44983038,44986961,3923
chr1,172441456,172441546,446811,0,-,0.322222,"(0.29,0.327]",chr1,55234,1,UTR3,UTR3:EXON_MRNA,PIGC,ENSG00000135845.10,ENST00000344529.5,protein_coding,protein_coding,protein_coding,protein_coding,0,18,2,3.57693,4.091435000000001,4.60594,0.103566,0.000712522,0.1674,0.00920755,PIGC,down,PIGC_446811,172441457,172444086,2629
chr3,51993672,51993748,1205689,0,-,0.631579,"(0.582,1]",chr3,134693,3,UTR3,UTR3:EXON_MRNA,RPL29,ENSG00000162244.12,ENST00000294189.11:ENST00000480306.5:ENST00000479017.5,protein_coding,protein_coding,protein_coding,protein_coding:nonsense_mediated_decay,4,28,2,3.13164,4.088445,5.04525,0.000470439,0.00028581,0.020164,0.00699505,RPL29,down,RPL29_1205689,51993522,51995857,2335
chr9,108940758,108940856,2891459,0,+,0.306122,"(0.29,0.327]",chr9,290372,12,UTR3,UTR3:EXON_MRNA,ABITRAM,ENSG00000119328.12,ENST00000322940.11,protein_coding,protein_coding,protein_coding,protein_coding,1,32,2,3.27915,4.085775,4.8924,0.00588766,0.00229267,0.0586669,0.0198241,ABITRAM,down,ABITRAM_2891459,108934400,108940954,6554
chr4,139292549,139292609,1562940,0,-,0.316667,"(0.29,0.327]",chr4,168094,1,CDS_STOP,CDS_STOP:CDS:EXON_MRNA:INTRON,NDUFC1,ENSG00000109390.13,ENST00000539002.5:ENST00000394223.2:ENST00000394225.6:ENST00000676245.1,protein_coding,protein_coding,protein_coding,protein_coding:protein_coding_CDS_not_defined,1,31,2,3.40017,4.07664,4.75311,0.00871715,0.00134616,0.0692815,0.0136022,NDUFC1,down,NDUFC1_1562940,139290020,139302477,12457
chr15,76949321,76949420,4253324,0,+,0.232323,"[0,0.29]",chr15,443177,2,UTR3,UTR3:EXON_MRNA,RCN2,ENSG00000117906.14,ENST00000320963.9:ENST00000394885.8,protein_coding,protein_coding,protein_coding,protein_coding,5,67,2,2.58296,4.07592,5.56888,0.00178653,0.000439514,0.0393828,0.00683932,RCN2,down,RCN2_4253324,76931749,76954393,22644
chr14,103590460,103590547,4090369,0,+,0.54023,"(0.52,0.582]",chr14,424356,3,UTR3,UTR3:EXON_MRNA,COA8,ENSG00000256053.9,ENST00000409074.8:ENST00000440963.2,protein_coding,protein_coding,protein_coding,protein_coding:nonsense_mediated_decay,0,15,2,3.74578,4.071285,4.39679,0.0175878,0.00522891,0.0724683,0.0560496,COA8,down,COA8_4090369,103562963,103592171,29208
chr15,69455507,69455606,4248205,0,+,0.343434,"(0.327,0.354]",chr15,442527,1,UTR3,UTR3:EXON_MRNA,RPLP1,ENSG00000137818.12,ENST00000357790.5:ENST00000260379.11:ENST00000487304.6:ENST00000488122.2,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,0,16,2,3.48054,4.057405,4.63427,0.0913958,0.000531217,0.157616,0.00760204,RPLP1,down,RPLP1_4248205,69452818,69456205,3387
chr7,135675045,135675143,2387520,0,+,0.306122,"(0.29,0.327]",chr7,244764,10,UTR3,UTR3:EXON_MRNA,STMP1,ENSG00000243317.8,ENST00000507606.3,protein_coding,protein_coding,protein_coding,protein_coding,1,30,2,3.51182,4.055375,4.59893,0.0131085,0.000798954,0.0784296,0.0098375,STMP1,down,STMP1_2387520,135662514,135676416,13902
chr7,44801422,44801521,2280471,0,+,0.454545,"(0.442,0.48]",chr7,235185,1,UTR3,UTR3:EXON_MRNA,PPIA,ENSG00000196262.15,ENST00000468812.6:ENST00000355968.10:ENST00000489459.5:ENST00000415933.5:ENST00000678643.1:ENST00000677521.1:ENST00000678165.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron:nonsense_mediated_decay,5,40,2,3.08332,4.055095,5.02687,0.000801632,5.30008e-05,0.0293317,0.00164626,PPIA,down,PPIA_2280471,44796952,44803105,6153
chr19,12730719,12730799,5111154,0,-,0.525,"(0.52,0.582]",chr19,559405,2,UTR3,UTR3:EXON_MRNA,TRIR,ENSG00000123144.11,ENST00000242784.5:ENST00000589590.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,0,12,2,3.66729,4.05318,4.43907,0.0376519,0.00163152,0.11429,0.0156986,TRIR,down,TRIR_5111154,12730640,12734684,4044
chr15,82536800,82536881,4385847,0,-,0.518519,"(0.48,0.52]",chr15,458232,1,CDS_STOP,CDS_STOP:CDS:UTR3:EXON_MRNA,RPS17,ENSG00000182774.13,ENST00000647841.1:ENST00000561157.5,protein_coding,protein_coding,protein_coding,protein_coding,6,40,2,2.94894,4.046915,5.14489,0.000352961,8.57524e-05,0.0214061,0.00227953,RPS17,down,RPS17_4385847,82536755,82540459,3704
chr16,1962097,1962197,4524793,0,-,0.57,"(0.52,0.582]",chr16,476643,1,CDS_STOP,CDS_STOP:CDS:UTR3:EXON_MRNA,RPS2,ENSG00000140988.16,ENST00000343262.9:ENST00000526522.5:ENST00000533161.5:ENST00000527871.5:ENST00000531065.5:ENST00000533872.5:ENST00000526586.6:ENST00000529806.5,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,7,69,2,3.94825,4.04063,4.13301,3.9872e-05,2.82013e-08,0.010609,1.10163e-05,RPS2,down,RPS2_4524793,1962079,1964812,2733
chr9,37588784,37588877,2962637,0,-,0.44086,"(0.41,0.442]",chr9,299138,5,UTR3,UTR3:EXON_MRNA:SS5_ADJ:SS5_PROX:INTRON,TOMM5,ENSG00000175768.13,ENST00000540941.1:ENST00000321301.7:ENST00000377773.9:ENST00000401811.3:ENST00000544379.1,protein_coding,protein_coding,protein_coding,protein_coding:nonsense_mediated_decay,1,25,2,3.33261,4.040505,4.7484,0.00310644,0.00255258,0.0473309,0.0209931,TOMM5,down,TOMM5_2962637,37588413,37592597,4184
chr9,108940076,108940173,2891452,0,+,0.371134,"(0.354,0.382]",chr9,290372,5,UTR3,UTR3:EXON_MRNA,ABITRAM,ENSG00000119328.12,ENST00000322940.11,protein_coding,protein_coding,protein_coding,protein_coding,1,25,2,3.84303,4.03391,4.22479,0.0182019,0.000176339,0.087052,0.00372879,ABITRAM,down,ABITRAM_2891452,108934400,108940954,6554
chr16,69342233,69342330,4482655,0,+,0.391753,"(0.382,0.41]",chr16,472393,7,UTR3,UTR3:EXON_MRNA,NIP7,ENSG00000132603.15,ENST00000254940.10,protein_coding,protein_coding,protein_coding,protein_coding,0,15,2,3.85143,4.0274600000000005,4.20349,0.040155,0.00312495,0.114819,0.0238285,NIP7,down,NIP7_4482655,69339772,69343106,3334
chrX,154400754,154400854,5548501,0,+,0.6,"(0.582,1]",chrX,615050,1,CDS_STOP,CDS_STOP:CDS:EXON_MRNA,RPL10,ENSG00000147403.18,ENST00000492572.5:ENST00000436473.5:ENST00000344746.8:ENST00000491035.5:ENST00000458500.5:ENST00000485196.5:ENST00000482732.1:ENST00000467168.5:ENST00000406022.6,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,5,30,2,2.85889,4.025885,5.19288,0.000986321,0.00014171,0.0157868,0.0115245,RPL10,down,RPL10_5548501,154398377,154402332,3955
chr1,167541605,167541703,437062,0,-,0.27551,"[0,0.29]",chr1,54789,7,UTR3,UTR3:EXON_MRNA,CREG1,ENSG00000143162.9,ENST00000370509.5,protein_coding,protein_coding,protein_coding,protein_coding,0,19,2,3.92586,4.02305,4.12024,0.0851966,0.0061025,0.152243,0.0366982,CREG1,down,CREG1_437062,167529117,167553805,24688
chr14,67677939,67678034,4135196,0,-,0.378947,"(0.354,0.382]",chr14,430901,13,UTR3,UTR3:EXON_MRNA,RDH11,ENSG00000072042.13,ENST00000381346.9:ENST00000553578.5,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,1,25,2,3.60912,4.02262,4.43612,0.0104272,0.000610614,0.0726393,0.00825153,RDH11,down,RDH11_4135196,67676800,67695764,18964
chr12,123257031,123257126,3680344,0,+,0.431579,"(0.41,0.442]",chr12,381447,1,UTR3,UTR3:EXON_MRNA,MTRFR,ENSG00000130921.9,ENST00000253233.6:ENST00000366329.7,protein_coding,protein_coding,protein_coding,protein_coding,1,23,2,3.7763,4.022195,4.26809,0.0132557,0.000303021,0.0784296,0.00523327,MTRFR,down,MTRFR_3680344,123248278,123257031,8753
